,taxpayer_id,location,economic_sector,entity_type,beneficial_owners,registration_date,size,norm_size,size_category
5665,P5565,Nairobi,Transportation,Non-Individual,['A0027'],19/06/2012,1.529329708,7.73E-05,medium
5666,P5566,Kitale,Water & Sanitation,Non-Individual,"['A0023', 'A0098', 'A0095']",04/01/2010,2.78928869,0.00014102,large
5667,P5567,Nakuru,Agriculture,Non-Individual,['A0033'],08/10/2009,1.318588999,6.67E-05,small
5668,P5568,Nairobi,Waste Management,Non-Individual,"['A0053', 'A0099']",11/04/2022,1.196357518,6.05E-05,small
5669,P5569,Garissa,Entertainment & Media,Non-Individual,"['A0085', 'A0011']",18/05/2018,2.020552114,0.000102155,large
5670,P5570,Kisumu,Education,Non-Individual,"['A0049', 'A0055']",20/07/2012,1.590995192,8.04E-05,medium
5671,P5571,Nakuru,Construction,Non-Individual,['A0042'],15/09/2009,1.018594951,5.15E-05,micro
5672,P5572,Nakuru,Public Administration,Non-Individual,"['A0014', 'A0095']",18/04/2005,2.145468744,0.00010847,large
5673,P5573,Kericho,Hospitality,Non-Individual,"['A0050', 'A0040']",09/12/2012,2.07667644,0.000104992,large
5674,P5574,Kericho,Real Estate,Non-Individual,"['A0072', 'A0024']",05/06/2016,1.095814499,5.54E-05,micro
5675,P5575,Thika,Entertainment & Media,Non-Individual,['A0049'],12/05/2019,1.446565526,7.31E-05,medium
5676,P5576,Meru,Retail,Non-Individual,"['A0010', 'A0049', 'A0086']",03/12/2024,1.178494568,5.96E-05,small
5677,P5577,Nyeri,Manufacturing,Non-Individual,"['A0099', 'A0064']",24/02/2008,1.262931486,6.39E-05,small
5678,P5578,Kitale,Security Services,Non-Individual,"['A0079', 'A0084', 'A0089']",18/08/2010,1.206967936,6.10E-05,small
5679,P5579,Nairobi,Healthcare,Non-Individual,"['A0013', 'A0030']",08/01/2007,1.264194471,6.39E-05,small
5680,P5580,Kisumu,Transportation & Logistics,Non-Individual,"['A0069', 'A0076']",04/09/2016,1.298293021,6.56E-05,small
5681,P5581,Kericho,Hospitality,Non-Individual,"['A0095', 'A0071']",10/12/2023,1.211573543,6.13E-05,small
5682,P5582,Eldoret,Construction,Non-Individual,"['A0032', 'A0040']",22/08/2017,1.074464712,5.43E-05,micro
5683,P5583,Kericho,Real Estate,Non-Individual,"['A0007', 'A0053', 'A0037']",11/12/2016,3.599300247,0.000181973,large
5684,P5584,Garissa,Telecommunications,Non-Individual,"['A0037', 'A0082']",21/07/2007,1.015417751,5.13E-05,micro
5685,P5585,Machakos,Education,Non-Individual,"['A0017', 'A0011', 'A0068']",27/05/2020,2.140978672,0.000108243,large
5686,P5586,Nairobi,Public Administration,Non-Individual,"['A0087', 'A0056', 'A0016']",16/09/2016,1.240405354,6.27E-05,small
5687,P5587,Meru,Public Administration,Non-Individual,"['A0077', 'A0033', 'A0050']",07/08/2024,2.263058784,0.000114415,large
5688,P5588,Nakuru,Construction,Non-Individual,"['A0088', 'A0068']",18/10/2017,2.71463269,0.000137246,large
5689,P5589,Meru,Healthcare,Non-Individual,"['A0056', 'A0048']",10/10/2008,4.239490972,0.000214339,large
5690,P5590,Meru,Telecommunications,Non-Individual,"['A0046', 'A0021']",17/03/2021,1.00048857,5.06E-05,micro
5691,P5591,Nakuru,Finance,Non-Individual,"['A0063', 'A0075', 'A0060']",21/04/2015,1.469574771,7.43E-05,medium
5692,P5592,Nyeri,Hospitality,Non-Individual,"['A0100', 'A0066']",20/03/2007,1.145604978,5.79E-05,micro
5693,P5593,Nairobi,Energy,Non-Individual,"['A0070', 'A0088']",14/01/2014,1.324155033,6.69E-05,small
5694,P5594,Eldoret,Arts & Culture,Non-Individual,['A0058'],29/05/2019,1.849896654,9.35E-05,medium
5695,P5595,Mombasa,Mining & Quarrying,Non-Individual,"['A0031', 'A0026', 'A0069']",17/02/2017,1.429174462,7.23E-05,medium
5696,P5596,Kisumu,Energy,Non-Individual,"['A0032', 'A0066', 'A0052']",20/06/2023,2.201596769,0.000111308,large
5697,P5597,Nakuru,Legal & Professional Services,Non-Individual,"['A0096', 'A0059']",21/12/2018,3.257584164,0.000164696,large
5698,P5598,Kisumu,Healthcare,Non-Individual,"['A0058', 'A0071', 'A0039']",30/12/2007,1.930875153,9.76E-05,medium
5699,P5599,Eldoret,Wholesale Trade,Non-Individual,"['A0087', 'A0013']",18/08/2015,1.908077911,9.65E-05,medium
5700,P5600,Garissa,Public Administration,Non-Individual,['A0065'],29/12/2017,1.181633864,5.97E-05,small
5701,P5601,Kisumu,Healthcare,Non-Individual,['A0032'],30/07/2015,2.293882497,0.000115974,large
5702,P5602,Kitale,Legal & Professional Services,Non-Individual,"['A0049', 'A0081', 'A0045']",05/02/2012,1.003898719,5.08E-05,micro
5703,P5603,Meru,Wholesale Trade,Non-Individual,"['A0075', 'A0098']",19/01/2015,1.447229022,7.32E-05,medium
5704,P5604,Nyeri,Education,Non-Individual,['A0053'],02/03/2023,1.274355904,6.44E-05,small
5705,P5605,Thika,Transportation,Non-Individual,"['A0065', 'A0099']",27/10/2010,2.032172557,0.000102742,large
5706,P5606,Kericho,Legal & Professional Services,Non-Individual,['A0064'],19/02/2016,1.201656322,6.08E-05,small
5707,P5607,Garissa,Public Administration,Non-Individual,"['A0050', 'A0016']",27/09/2006,1.079898124,5.46E-05,micro
5708,P5608,Nairobi,Mining & Quarrying,Non-Individual,"['A0098', 'A0060', 'A0003']",19/10/2021,1.536540638,7.77E-05,medium
5709,P5609,Nyeri,Agriculture,Non-Individual,['A0090'],29/11/2012,1.242617924,6.28E-05,small
5710,P5610,Garissa,Manufacturing,Non-Individual,"['A0011', 'A0035', 'A0044']",06/07/2017,1.057284892,5.35E-05,micro
5711,P5611,Garissa,Transportation,Non-Individual,"['A0036', 'A0026', 'A0068']",25/01/2019,1.635966141,8.27E-05,medium
5712,P5612,Nyeri,Hospitality,Non-Individual,"['A0089', 'A0004']",04/05/2016,1.253202756,6.34E-05,small
5713,P5613,Kericho,Legal & Professional Services,Non-Individual,"['A0080', 'A0068']",10/08/2009,1.585390761,8.02E-05,medium
5714,P5614,Kericho,Energy,Non-Individual,"['A0071', 'A0032', 'A0003']",12/10/2006,1.047467833,5.30E-05,micro
5715,P5615,Garissa,Energy,Non-Individual,['A0012'],12/04/2020,8.634863313,0.00043656,large
5716,P5616,Mombasa,Wholesale Trade,Non-Individual,['A0043'],21/08/2022,1.606242274,8.12E-05,medium
5717,P5617,Thika,Agriculture,Non-Individual,"['A0033', 'A0046', 'A0064']",10/04/2017,1.700515871,8.60E-05,medium
5718,P5618,Meru,Water & Sanitation,Non-Individual,"['A0074', 'A0032', 'A0059']",24/09/2016,1.334139795,6.75E-05,small
5719,P5619,Mombasa,Public Administration,Non-Individual,"['A0014', 'A0030', 'A0015']",16/03/2022,1.239671986,6.27E-05,small
5720,P5620,Meru,Entertainment & Media,Non-Individual,['A0046'],27/02/2005,2.232596965,0.000112875,large
5721,P5621,Garissa,Manufacturing,Non-Individual,"['A0014', 'A0075']",01/08/2024,1.707004812,8.63E-05,medium
5722,P5622,Kericho,Waste Management,Non-Individual,['A0023'],17/12/2007,1.035800766,5.24E-05,micro
5723,P5623,Kisumu,Waste Management,Non-Individual,['A0100'],12/06/2017,1.517817203,7.67E-05,medium
5724,P5624,Nyeri,Security Services,Non-Individual,['A0014'],08/03/2010,1.306819856,6.61E-05,small
5725,P5625,Kitale,Public Administration,Non-Individual,['A0006'],13/11/2019,1.208548684,6.11E-05,small
5726,P5626,Garissa,Mining & Quarrying,Non-Individual,"['A0002', 'A0036']",14/01/2006,1.463620479,7.40E-05,medium
5727,P5627,Thika,Manufacturing,Non-Individual,['A0075'],09/06/2014,1.342581085,6.79E-05,small
5728,P5628,Nyeri,Security Services,Non-Individual,"['A0035', 'A0037']",13/04/2014,1.485759306,7.51E-05,medium
5729,P5629,Thika,Telecommunications,Non-Individual,"['A0083', 'A0010', 'A0070']",27/06/2020,1.586358673,8.02E-05,medium
5730,P5630,Kericho,Healthcare,Non-Individual,"['A0054', 'A0055']",04/08/2021,1.013454788,5.12E-05,micro
5731,P5631,Kisumu,Arts & Culture,Non-Individual,['A0093'],25/09/2024,2.804671684,0.000141798,large
5732,P5632,Thika,Transportation & Logistics,Non-Individual,['A0074'],19/08/2012,1.117571929,5.65E-05,micro
5733,P5633,Thika,Mining & Quarrying,Non-Individual,"['A0040', 'A0003', 'A0093']",01/03/2020,2.189637583,0.000110703,large
5734,P5634,Kisumu,Wholesale Trade,Non-Individual,['A0020'],06/02/2007,1.047515676,5.30E-05,micro
5735,P5635,Meru,Healthcare,Non-Individual,"['A0100', 'A0060', 'A0033']",02/08/2016,1.132150132,5.72E-05,micro
5736,P5636,Nakuru,Manufacturing,Non-Individual,"['A0092', 'A0006']",25/12/2011,1.867041603,9.44E-05,medium
5737,P5637,Eldoret,Construction,Non-Individual,"['A0068', 'A0062']",18/09/2006,1.407625924,7.12E-05,small
5738,P5638,Kericho,Manufacturing,Non-Individual,"['A0011', 'A0017']",12/08/2019,2.054121357,0.000103852,large
5739,P5639,Eldoret,Wholesale Trade,Non-Individual,"['A0034', 'A0072', 'A0032']",17/10/2022,1.535939961,7.77E-05,medium
5740,P5640,Machakos,Water & Sanitation,Non-Individual,"['A0023', 'A0016']",16/12/2014,1.278576315,6.46E-05,small
5741,P5641,Meru,Energy,Non-Individual,['A0035'],17/05/2023,1.618422426,8.18E-05,medium
5742,P5642,Nairobi,Waste Management,Non-Individual,"['A0033', 'A0001', 'A0061']",01/05/2019,1.277806087,6.46E-05,small
5743,P5643,Kericho,Water & Sanitation,Non-Individual,"['A0065', 'A0060']",14/03/2006,1.36778904,6.92E-05,small
5744,P5644,Meru,Real Estate,Non-Individual,['A0073'],15/01/2023,2.653530352,0.000134157,large
5745,P5645,Nyeri,Real Estate,Non-Individual,"['A0094', 'A0020', 'A0009']",28/11/2010,1.312685583,6.64E-05,small
5746,P5646,Nakuru,Retail,Non-Individual,"['A0057', 'A0049']",28/01/2022,4.506331322,0.00022783,large
5747,P5647,Machakos,Legal & Professional Services,Non-Individual,['A0093'],09/09/2011,3.219423836,0.000162767,large
5748,P5648,Machakos,Hospitality,Non-Individual,['A0011'],09/01/2008,4.355477678,0.000220203,large
5749,P5649,Kericho,Public Administration,Non-Individual,"['A0050', 'A0100', 'A0097']",06/11/2019,1.822331378,9.21E-05,medium
5750,P5650,Thika,Waste Management,Non-Individual,['A0005'],05/03/2016,3.435133297,0.000173673,large
5751,P5651,Kisumu,Security Services,Non-Individual,"['A0065', 'A0092']",10/10/2020,1.01474991,5.13E-05,micro
5752,P5652,Eldoret,Construction,Non-Individual,"['A0013', 'A0002', 'A0007']",02/06/2016,1.28593334,6.50E-05,small
5753,P5653,Kitale,Hospitality,Non-Individual,"['A0042', 'A0052']",09/12/2020,3.889015082,0.00019662,large
5754,P5654,Garissa,Agriculture,Non-Individual,['A0078'],08/06/2012,1.097549228,5.55E-05,micro
5755,P5655,Nakuru,Wholesale Trade,Non-Individual,"['A0026', 'A0092', 'A0002']",02/09/2008,1.779609154,9.00E-05,medium
5756,P5656,Kisumu,Real Estate,Non-Individual,['A0073'],12/01/2007,1.149384907,5.81E-05,micro
5757,P5657,Mombasa,Water & Sanitation,Non-Individual,"['A0021', 'A0026']",13/10/2012,1.57864285,7.98E-05,medium
5758,P5658,Eldoret,Waste Management,Non-Individual,"['A0021', 'A0086', 'A0062']",16/09/2014,10.52712184,0.000532228,large
5759,P5659,Eldoret,Real Estate,Non-Individual,"['A0046', 'A0090']",18/07/2011,1.025887535,5.19E-05,micro
5760,P5660,Nakuru,Energy,Non-Individual,"['A0057', 'A0092']",18/12/2008,1.206491836,6.10E-05,small
5761,P5661,Meru,Waste Management,Non-Individual,"['A0005', 'A0028', 'A0061']",01/01/2013,1.307835669,6.61E-05,small
5762,P5662,Meru,Entertainment & Media,Non-Individual,"['A0067', 'A0030', 'A0019']",03/01/2011,2.522420087,0.000127528,large
5763,P5663,Mombasa,Mining & Quarrying,Non-Individual,"['A0095', 'A0091', 'A0009']",25/01/2005,1.030359013,5.21E-05,micro
5764,P5664,Kisumu,Agriculture,Non-Individual,"['A0054', 'A0056']",09/07/2016,1.024379205,5.18E-05,micro
5765,P5665,Nyeri,Agriculture,Non-Individual,"['A0074', 'A0004', 'A0059']",25/06/2019,1.024158686,5.18E-05,micro
5766,P5666,Nakuru,Education,Non-Individual,"['A0074', 'A0073']",23/12/2019,1.596592381,8.07E-05,medium
5767,P5667,Nairobi,Transportation,Non-Individual,"['A0014', 'A0088']",02/04/2018,1.578823981,7.98E-05,medium
5768,P5668,Kitale,Entertainment & Media,Non-Individual,"['A0042', 'A0041']",10/03/2023,1.38960383,7.03E-05,small
5769,P5669,Kitale,ICT,Non-Individual,"['A0067', 'A0046']",08/04/2018,1.098774493,5.56E-05,micro
5770,P5670,Nakuru,Arts & Culture,Non-Individual,"['A0077', 'A0062', 'A0004']",15/04/2019,1.188041381,6.01E-05,small
5771,P5671,Nairobi,ICT,Non-Individual,['A0016'],12/07/2014,1.018855864,5.15E-05,micro
5772,P5672,Garissa,Wholesale Trade,Non-Individual,"['A0028', 'A0061', 'A0046']",15/02/2018,1.444039225,7.30E-05,medium
5773,P5673,Mombasa,Water & Sanitation,Non-Individual,"['A0092', 'A0043']",23/12/2024,1.475264117,7.46E-05,medium
5774,P5674,Machakos,Mining & Quarrying,Non-Individual,['A0039'],24/04/2015,1.0640836,5.38E-05,micro
5775,P5675,Kitale,Energy,Non-Individual,['A0076'],27/04/2014,1.582331573,8.00E-05,medium
5776,P5676,Nairobi,ICT,Non-Individual,"['A0079', 'A0001']",12/01/2012,1.080757231,5.46E-05,micro
5777,P5677,Kisumu,Manufacturing,Non-Individual,"['A0025', 'A0012', 'A0006']",07/01/2008,1.157266798,5.85E-05,small
5778,P5678,Meru,Transportation,Non-Individual,['A0078'],09/12/2009,1.429912344,7.23E-05,medium
5779,P5679,Nyeri,Manufacturing,Non-Individual,"['A0095', 'A0058']",16/08/2006,1.108670682,5.61E-05,micro
5780,P5680,Kericho,Legal & Professional Services,Non-Individual,['A0087'],03/06/2017,2.226980287,0.000112591,large
5781,P5681,Kericho,Telecommunications,Non-Individual,['A0039'],05/11/2018,1.188063529,6.01E-05,small
5782,P5682,Kericho,Security Services,Non-Individual,"['A0071', 'A0074', 'A0057']",15/08/2006,1.465263321,7.41E-05,medium
5783,P5683,Nakuru,Education,Non-Individual,"['A0032', 'A0085']",07/04/2023,2.005344384,0.000101386,large
5784,P5684,Nakuru,Retail,Non-Individual,"['A0005', 'A0006']",01/11/2018,1.366879009,6.91E-05,small
5785,P5685,Eldoret,Telecommunications,Non-Individual,['A0097'],29/05/2006,1.550658388,7.84E-05,medium
5786,P5686,Thika,Legal & Professional Services,Non-Individual,"['A0036', 'A0025']",10/10/2024,1.025223008,5.18E-05,micro
5787,P5687,Nairobi,Construction,Non-Individual,"['A0078', 'A0063']",30/04/2017,1.069506523,5.41E-05,micro
5788,P5688,Kisumu,Energy,Non-Individual,"['A0048', 'A0055']",23/11/2009,1.168227436,5.91E-05,small
5789,P5689,Garissa,Telecommunications,Non-Individual,['A0059'],27/06/2021,1.127705388,5.70E-05,micro
5790,P5690,Thika,Telecommunications,Non-Individual,"['A0063', 'A0095', 'A0085']",26/01/2018,3.798069536,0.000192022,large
5791,P5691,Kisumu,Entertainment & Media,Non-Individual,['A0085'],16/05/2020,1.189754661,6.02E-05,small
5792,P5692,Mombasa,Real Estate,Non-Individual,"['A0063', 'A0029']",20/08/2018,1.023489362,5.17E-05,micro
5793,P5693,Eldoret,Water & Sanitation,Non-Individual,['A0046'],03/04/2012,1.075863153,5.44E-05,micro
5794,P5694,Kitale,Transportation & Logistics,Non-Individual,['A0027'],13/09/2012,1.121296976,5.67E-05,micro
5795,P5695,Kitale,Hospitality,Non-Individual,['A0083'],28/08/2023,1.049692936,5.31E-05,micro
5796,P5696,Meru,Education,Non-Individual,"['A0052', 'A0067']",17/08/2024,1.179396513,5.96E-05,small
5797,P5697,Kisumu,Water & Sanitation,Non-Individual,"['A0004', 'A0100', 'A0013']",08/01/2017,1.463643374,7.40E-05,medium
5798,P5698,Nairobi,Real Estate,Non-Individual,['A0049'],08/07/2015,1.866435976,9.44E-05,medium
5799,P5699,Mombasa,Education,Non-Individual,['A0073'],06/02/2013,1.376588933,6.96E-05,small
5800,P5700,Kitale,Transportation,Non-Individual,"['A0063', 'A0083']",17/11/2006,3.408548365,0.000172329,large
5801,P5701,Nakuru,Waste Management,Non-Individual,"['A0003', 'A0100']",09/08/2023,1.199861042,6.07E-05,small
5802,P5702,Thika,Agriculture,Non-Individual,['A0032'],27/07/2007,1.403380455,7.10E-05,small
5803,P5703,Kericho,Public Administration,Non-Individual,"['A0088', 'A0058']",06/08/2016,3.629010758,0.000183475,large
5804,P5704,Eldoret,Agriculture,Non-Individual,"['A0058', 'A0050']",03/01/2008,1.169145625,5.91E-05,small
5805,P5705,Thika,Real Estate,Non-Individual,"['A0054', 'A0066', 'A0099']",21/06/2010,1.440591383,7.28E-05,medium
5806,P5706,Machakos,Legal & Professional Services,Non-Individual,"['A0044', 'A0030']",16/02/2007,1.772319127,8.96E-05,medium
5807,P5707,Nyeri,Telecommunications,Non-Individual,"['A0070', 'A0023', 'A0088']",05/04/2016,1.64089789,8.30E-05,medium
5808,P5708,Mombasa,Transportation,Non-Individual,['A0081'],08/01/2017,1.555452866,7.86E-05,medium
5809,P5709,Nakuru,Hospitality,Non-Individual,"['A0048', 'A0019']",23/01/2018,1.043604106,5.28E-05,micro
5810,P5710,Mombasa,Agriculture,Non-Individual,['A0035'],12/08/2010,1.938570418,9.80E-05,medium
5811,P5711,Kericho,Water & Sanitation,Non-Individual,['A0079'],03/04/2014,3.334640908,0.000168592,large
5812,P5712,Mombasa,Retail,Non-Individual,['A0064'],25/11/2015,2.852013021,0.000144191,large
5813,P5713,Mombasa,Manufacturing,Non-Individual,"['A0001', 'A0080', 'A0037']",19/10/2018,1.555110797,7.86E-05,medium
5814,P5714,Thika,Legal & Professional Services,Non-Individual,"['A0004', 'A0064', 'A0069']",04/10/2011,1.365951477,6.91E-05,small
5815,P5715,Kericho,Manufacturing,Non-Individual,['A0008'],13/02/2014,1.765901318,8.93E-05,medium
5816,P5716,Kisumu,Legal & Professional Services,Non-Individual,"['A0080', 'A0030', 'A0084']",09/06/2023,1.388802845,7.02E-05,small
5817,P5717,Kitale,Agriculture,Non-Individual,"['A0002', 'A0016', 'A0048']",08/05/2013,1.195995817,6.05E-05,small
5818,P5718,Kitale,Hospitality,Non-Individual,"['A0027', 'A0092']",11/04/2005,1.778731507,8.99E-05,medium
5819,P5719,Kisumu,Hospitality,Non-Individual,"['A0045', 'A0023']",21/03/2006,2.258343211,0.000114177,large
5820,P5720,Machakos,Transportation & Logistics,Non-Individual,['A0051'],07/07/2019,2.451369202,0.000123936,large
5821,P5721,Meru,Transportation & Logistics,Non-Individual,"['A0008', 'A0088', 'A0071']",22/08/2023,1.574395842,7.96E-05,medium
5822,P5722,Nakuru,Construction,Non-Individual,['A0089'],25/02/2007,1.130425777,5.72E-05,micro
5823,P5723,Machakos,Legal & Professional Services,Non-Individual,"['A0032', 'A0046']",11/10/2015,2.261206698,0.000114322,large
5824,P5724,Thika,Agriculture,Non-Individual,['A0034'],29/09/2010,1.590853241,8.04E-05,medium
5825,P5725,Garissa,ICT,Non-Individual,"['A0021', 'A0058']",06/06/2005,1.023830775,5.18E-05,micro
5826,P5726,Machakos,Healthcare,Non-Individual,['A0004'],13/08/2009,1.19276112,6.03E-05,small
5827,P5727,Kisumu,ICT,Non-Individual,"['A0047', 'A0013', 'A0077']",27/03/2011,1.575863207,7.97E-05,medium
5828,P5728,Thika,Healthcare,Non-Individual,['A0045'],29/06/2024,1.285128749,6.50E-05,small
5829,P5729,Kisumu,Manufacturing,Non-Individual,"['A0077', 'A0043', 'A0053']",10/05/2013,1.635434742,8.27E-05,medium
5830,P5730,Nairobi,Construction,Non-Individual,"['A0078', 'A0030']",17/11/2019,1.33193778,6.73E-05,small
5831,P5731,Mombasa,Construction,Non-Individual,"['A0095', 'A0072', 'A0040']",02/01/2022,1.022275154,5.17E-05,micro
5832,P5732,Nyeri,Real Estate,Non-Individual,['A0086'],09/09/2009,1.778665816,8.99E-05,medium
5833,P5733,Mombasa,Hospitality,Non-Individual,['A0049'],10/02/2010,1.380151969,6.98E-05,small
5834,P5734,Nyeri,Energy,Non-Individual,"['A0027', 'A0082', 'A0043']",15/08/2007,1.126896008,5.70E-05,micro
5835,P5735,Eldoret,Security Services,Non-Individual,['A0056'],14/09/2010,1.094428478,5.53E-05,micro
5836,P5736,Nakuru,Transportation & Logistics,Non-Individual,"['A0018', 'A0022']",01/11/2007,1.291565049,6.53E-05,small
5837,P5737,Kisumu,Public Administration,Non-Individual,['A0036'],19/12/2013,1.345007217,6.80E-05,small
5838,P5738,Garissa,Mining & Quarrying,Non-Individual,"['A0093', 'A0036']",09/08/2014,1.279621188,6.47E-05,small
5839,P5739,Nakuru,Waste Management,Non-Individual,['A0027'],26/06/2016,1.122167338,5.67E-05,micro
5840,P5740,Nakuru,Finance,Non-Individual,"['A0009', 'A0070']",20/09/2021,1.20154355,6.07E-05,small
5841,P5741,Garissa,Telecommunications,Non-Individual,['A0083'],21/07/2010,1.228528301,6.21E-05,small
5842,P5742,Meru,Arts & Culture,Non-Individual,"['A0072', 'A0037']",16/08/2015,1.546215193,7.82E-05,medium
5843,P5743,Garissa,Water & Sanitation,Non-Individual,"['A0048', 'A0006', 'A0002']",16/04/2019,1.419971167,7.18E-05,medium
5844,P5744,Kericho,Healthcare,Non-Individual,"['A0082', 'A0027', 'A0060']",28/12/2012,1.68257974,8.51E-05,medium
5845,P5745,Thika,Transportation,Non-Individual,"['A0052', 'A0031']",25/12/2008,1.463073475,7.40E-05,medium
5846,P5746,Thika,Waste Management,Non-Individual,"['A0004', 'A0026']",01/01/2024,1.008102249,5.10E-05,micro
5847,P5747,Kericho,Energy,Non-Individual,['A0094'],15/07/2008,1.007435568,5.09E-05,micro
5848,P5748,Nyeri,Manufacturing,Non-Individual,"['A0048', 'A0085']",24/11/2018,1.012633976,5.12E-05,micro
5849,P5749,Mombasa,Education,Non-Individual,"['A0039', 'A0036']",09/08/2015,1.031187281,5.21E-05,micro
5850,P5750,Machakos,Waste Management,Non-Individual,"['A0010', 'A0048']",27/08/2020,2.022773562,0.000102267,large
5851,P5751,Kericho,Education,Non-Individual,"['A0056', 'A0067']",25/02/2022,1.019984564,5.16E-05,micro
5852,P5752,Thika,Arts & Culture,Non-Individual,"['A0079', 'A0087']",27/03/2010,1.177571426,5.95E-05,small
5853,P5753,Garissa,Transportation,Non-Individual,"['A0041', 'A0042']",18/06/2020,1.137471879,5.75E-05,micro
5854,P5754,Meru,Waste Management,Non-Individual,"['A0018', 'A0077', 'A0015']",15/05/2017,6.799267434,0.000343756,large
5855,P5755,Kisumu,Real Estate,Non-Individual,"['A0061', 'A0048']",18/07/2009,1.086730994,5.49E-05,micro
5856,P5756,Garissa,ICT,Non-Individual,"['A0072', 'A0014', 'A0044']",06/09/2011,1.028514544,5.20E-05,micro
5857,P5757,Kericho,Agriculture,Non-Individual,['A0096'],07/07/2008,1.514718758,7.66E-05,medium
5858,P5758,Machakos,Hospitality,Non-Individual,"['A0037', 'A0038', 'A0088']",16/09/2021,1.486498495,7.52E-05,medium
5859,P5759,Nakuru,Hospitality,Non-Individual,"['A0080', 'A0010', 'A0035']",16/10/2019,1.622735476,8.20E-05,medium
5860,P5760,Thika,Public Administration,Non-Individual,"['A0018', 'A0080']",20/10/2021,1.44754818,7.32E-05,medium
5861,P5761,Garissa,Retail,Non-Individual,"['A0048', 'A0053']",06/04/2014,1.311199896,6.63E-05,small
5862,P5762,Kitale,Water & Sanitation,Non-Individual,['A0025'],20/04/2008,1.86016664,9.40E-05,medium
5863,P5763,Garissa,Wholesale Trade,Non-Individual,"['A0059', 'A0057']",21/04/2010,3.135784694,0.000158538,large
5864,P5764,Nyeri,Arts & Culture,Non-Individual,"['A0033', 'A0072', 'A0015']",25/09/2006,1.229929671,6.22E-05,small
5865,P5765,Eldoret,Arts & Culture,Non-Individual,"['A0074', 'A0020']",20/03/2016,2.12597842,0.000107485,large
5866,P5766,Machakos,Public Administration,Non-Individual,['A0074'],17/09/2019,2.320541241,0.000117321,large
5867,P5767,Kericho,Agriculture,Non-Individual,['A0024'],28/08/2005,1.602323438,8.10E-05,medium
5868,P5768,Kericho,Hospitality,Non-Individual,['A0071'],19/08/2015,1.331485687,6.73E-05,small
5869,P5769,Nairobi,Entertainment & Media,Non-Individual,['A0063'],02/07/2020,1.129316278,5.71E-05,micro
5870,P5770,Nairobi,Construction,Non-Individual,['A0052'],22/02/2011,2.423857635,0.000122545,large
5871,P5771,Nyeri,Transportation,Non-Individual,"['A0095', 'A0009', 'A0100']",06/06/2005,1.275664451,6.45E-05,small
5872,P5772,Nakuru,Waste Management,Non-Individual,"['A0078', 'A0014', 'A0083']",31/08/2009,1.033983037,5.23E-05,micro
5873,P5773,Mombasa,Real Estate,Non-Individual,['A0077'],07/12/2013,1.283073972,6.49E-05,small
5874,P5774,Nakuru,Mining & Quarrying,Non-Individual,['A0058'],26/11/2013,1.523340865,7.70E-05,medium
5875,P5775,Meru,Education,Non-Individual,['A0035'],21/10/2023,1.214412399,6.14E-05,small
5876,P5776,Garissa,Wholesale Trade,Non-Individual,['A0061'],09/09/2008,2.071804794,0.000104746,large
5877,P5777,Thika,Energy,Non-Individual,"['A0088', 'A0066']",08/08/2009,2.125785467,0.000107475,large
5878,P5778,Mombasa,Mining & Quarrying,Non-Individual,['A0076'],11/02/2008,1.302139713,6.58E-05,small
5879,P5779,Nakuru,Retail,Non-Individual,"['A0099', 'A0058', 'A0064']",30/10/2009,2.724763378,0.000137758,large
5880,P5780,Nyeri,Arts & Culture,Non-Individual,"['A0049', 'A0029']",17/10/2006,2.256958827,0.000114107,large
5881,P5781,Machakos,Transportation,Non-Individual,"['A0091', 'A0043', 'A0038']",06/08/2013,1.356059575,6.86E-05,small
5882,P5782,Mombasa,Security Services,Non-Individual,"['A0066', 'A0059', 'A0037']",13/03/2014,3.927811908,0.000198581,large
5883,P5783,Machakos,Arts & Culture,Non-Individual,"['A0022', 'A0046']",09/12/2024,4.486429539,0.000226824,large
5884,P5784,Eldoret,Security Services,Non-Individual,"['A0010', 'A0097', 'A0008']",28/06/2007,2.225793149,0.000112531,large
5885,P5785,Machakos,Construction,Non-Individual,['A0034'],23/10/2008,1.696320659,8.58E-05,medium
5886,P5786,Nairobi,Construction,Non-Individual,"['A0093', 'A0049']",01/01/2014,2.952339862,0.000149264,large
5887,P5787,Nakuru,Waste Management,Non-Individual,"['A0048', 'A0059', 'A0033']",05/10/2005,1.024551262,5.18E-05,micro
5888,P5788,Eldoret,Healthcare,Non-Individual,['A0070'],08/02/2011,1.378354209,6.97E-05,small
5889,P5789,Meru,Legal & Professional Services,Non-Individual,"['A0097', 'A0057']",09/09/2023,1.992887231,0.000100756,large
5890,P5790,Meru,Education,Non-Individual,"['A0002', 'A0041']",19/12/2016,1.701765014,8.60E-05,medium
5891,P5791,Nairobi,Waste Management,Non-Individual,['A0067'],27/03/2017,1.765818377,8.93E-05,medium
5892,P5792,Nairobi,Agriculture,Non-Individual,"['A0029', 'A0031', 'A0083']",26/05/2024,1.582909827,8.00E-05,medium
5893,P5793,Eldoret,Manufacturing,Non-Individual,"['A0044', 'A0076']",29/08/2006,3.279598345,0.000165809,large
5894,P5794,Mombasa,Energy,Non-Individual,"['A0098', 'A0031']",27/03/2005,1.131531771,5.72E-05,micro
